gene_id	Adult_Brain	Adult_Head	Adult_Midgut	Adult_Hindgut	Adult_FatBody	Adult_MalpighianTubule	Adult_Carcass	Adult_Ovary	Adult_Testis	Larval_Hindgut	Larval_FatBody	Larval_MalpighianTubule	Larval_Midgut	Larval_Carcass	max_expr	mean_expr	median_expr
ATP6	4.52475067370453				5.75066143275525			3.8498194320354373							5.75066143275525	4.7084105128317395	4.52475067370453
ATP8	0.38568846721373695				0.0			0.09324667279083797							0.38568846721373695	0.15964504666819165	0.09324667279083797
COX1	8.355945955567933				7.120964114974164			7.276366491661808							8.355945955567933	7.5844255207346345	7.276366491661808
COX2	4.036318438736925				5.496245816322459			3.2153276857579995							5.496245816322459	4.249297313605795	4.036318438736925
COX3	8.905033391732095				9.323606851437278			8.120572200300318							9.323606851437278	8.783070814489896	8.905033391732095
CYTB	5.128688678357496				5.620130280563198			4.059425985071799							5.620130280563198	4.936081647997498	5.128688678357496
LOC111043203	3.3607867474495174				2.9194390698799557			0.9905666694153572							3.3607867474495174	2.42359749558161	2.9194390698799557
LOC111043204	2.1438105915248884				2.7112789510162965			0.7955674733225655							2.7112789510162965	1.88355233862125	2.1438105915248884
LOC111043206	1.7512852392611244				1.3930336225703597			2.0667002805415695							2.0667002805415695	1.737006380791018	1.7512852392611244
LOC111043207	3.456229947920686				2.3336413044948907			4.73962393307479							4.73962393307479	3.5098317284967884	3.456229947920686
LOC111043212	2.4369626649828158				1.4022361500378553			3.8823938149728283							3.8823938149728283	2.5738642099978333	2.4369626649828158
LOC111043213	2.9526990199056415				2.790268060530279			3.7221724859036107							3.7221724859036107	3.1550465221131776	2.9526990199056415
LOC111043214	2.9755611248531526				3.449120675205616			3.3661652855201436							3.449120675205616	3.263615695192971	3.3661652855201436
LOC111043215	1.86265753152045				0.16141281975493782			0.6428942690602009							1.86265753152045	0.8889882067785296	0.6428942690602009
LOC111043216	5.505115517363568				5.351657436421639			5.594472901999263							5.594472901999263	5.483748618594824	5.505115517363568
LOC111043217	2.4129624829112593				2.192726314740758			2.9811539458301657							2.9811539458301657	2.5289475811607276	2.4129624829112593
LOC111043218	3.9674127749304984				2.192423155978563			4.657370421787693							4.657370421787693	3.605735450898918	3.9674127749304984
LOC111043219	4.950653907519221				5.160115420716283			5.525163733968844							5.525163733968844	5.21197768740145	5.160115420716283
LOC111043220	0.30650212894317763				0.10181970104455271			0.08588588590994684							0.30650212894317763	0.16473590529922574	0.10181970104455271
LOC111043221	3.2244790375180497				2.5918415562004578			3.7396043135882406							3.7396043135882406	3.185308302435583	3.2244790375180497
LOC111043223	3.4063945972938052				2.596025938749952			3.9206107365979204							3.9206107365979204	3.3076770908805595	3.4063945972938052
