gene_id	Adult_Brain	Adult_Head	Adult_Midgut	Adult_Hindgut	Adult_FatBody	Adult_MalpighianTubule	Adult_Carcass	Adult_Ovary	Adult_Testis	Larval_Hindgut	Larval_FatBody	Larval_MalpighianTubule	Larval_Midgut	Larval_Carcass	max_expr	mean_expr	median_expr
ATP6	3.3451418739706535		2.7273600142609045	3.0974352411025365	2.1942054036566265	3.835038196480732									3.835038196480732	3.0398361458942906	3.0974352411025365
ATP8	0.0		0.0	0.0	0.0022900017690274	0.0									0.0022900017690274	0.00045800035380548005	0.0
COX1	8.829125950760933		8.58968549832961	8.821845453429189	7.986302807455621	8.856361866660672									8.856361866660672	8.616664315327204	8.821845453429189
COX2	5.290497612066524		4.728895462598997	5.311065242323693	4.369434114103662	5.4466212401807494									5.4466212401807494	5.029302734254726	5.290497612066524
COX3	0.02282567035465712		0.0034577787226324572	0.0	0.0017206372731352702	0.003548091747204595									0.02282567035465712	0.006310435619525888	0.0034577787226324572
CYTB	0.4267340526354426		0.4409493246268049	0.08981819634479446	0.09468827905402266	0.028238151355856375									0.4409493246268049	0.21608560080338418	0.09468827905402266
LOC108903151	1.9193324058381398		1.581573424368956	1.4721881684124412	1.1860890588819886	1.5757655923160176									1.9193324058381398	1.5469897299635087	1.5757655923160176
LOC108903152	0.0026281160007370213		0.0	0.015020986157861103	0.000513614409348922	0.0									0.015020986157861103	0.003632543313589409	0.000513614409348922
LOC108903153	1.3137940650230795		0.08208766947540155	0.03786707389048816	0.03517538104804664	0.03185659468852245									1.3137940650230795	0.3001561568251077	0.03786707389048816
LOC108903154	0.41913464232894143		0.014943270570263779	1.7030230503584387	0.02077589585306093	0.31833453941227796									1.7030230503584387	0.49524227970459667	0.31833453941227796
LOC108903155	0.3547031903093352		0.3043131611793856	0.48729272499403975	0.13154344262279813	0.4135994003000843									0.48729272499403975	0.3382903838811286	0.3547031903093352
LOC108903156	0.7654338150304668		0.4858357790463135	0.5733886859840855	0.16336312005386106	0.620356856340517									0.7654338150304668	0.5216756512910488	0.5733886859840855
LOC108903158	1.2113647054825405		0.19635607488560983	0.2376191301392722	0.11729551967049216	0.16024877890245154									1.2113647054825405	0.38457684181607327	0.19635607488560983
LOC108903159	1.4874328279838076		0.017424967927415203	0.04227679630883619	0.004787032959145544	0.005558413335260328									1.4874328279838076	0.311496007702893	0.017424967927415203
LOC108903160	0.1315222905783324		5.5805061491390475	4.7036692209653905	0.3266959368371777	5.051021610137991									5.5805061491390475	3.158683041531588	4.7036692209653905
LOC108903162	4.782787097915382		4.117896962389359	5.407435207831411	3.367989896927773	4.223634267047882									5.407435207831411	4.379948686422361	4.223634267047882
LOC108903163	0.003436662685642468		0.5885022858236046	0.0848557717322394	0.001614221640206711	0.5010022485430297									0.5885022858236046	0.23588223808494463	0.0848557717322394
LOC108903164	0.12812978128969724		0.058178710415644964	0.8741414646616056	0.3199774325568406	0.02676300735787584									0.8741414646616056	0.2814380792563328	0.12812978128969724
LOC108903165	3.065011893497231		2.535980683009068	2.8921852638006373	1.8427496113901969	2.8909180700763177									3.065011893497231	2.64536910435469	2.8909180700763177
LOC108903166	0.014099247324170394		0.04381470201194067	0.0	0.0	0.0023185969950749977									0.04381470201194067	0.012046509266237213	0.0023185969950749977
LOC108903167	0.031686176016272626		0.03607462611540663	0.0	0.00035365049054850617	0.0									0.03607462611540663	0.013622890524445552	0.00035365049054850617
LOC108903168	0.2731160022476634		0.35343405345665874	0.8536792651132098	0.04831395127477489	0.567963546871254									0.8536792651132098	0.41930136379271216	0.35343405345665874
LOC108903169	3.8773340557740643		3.5539537831909858	3.5178959914191554	3.1438208411948385	3.4076232013929557									3.8773340557740643	3.5001255745944	3.5178959914191554
LOC108903170	2.302474429160001		0.479331981497891	0.3355946115547946	0.1459230714424277	0.03816118101023014									2.302474429160001	0.6602970549330689	0.3355946115547946
LOC108903171	1.1698061149641883		0.6434311550952544	3.021743942603507	0.34737913343864896	1.461460685695592									3.021743942603507	1.328764206359438	1.1698061149641883
LOC108903172	1.3676351324088216		1.0567539189882764	3.889376265018245	0.22900545710176654	1.5959055944778697									3.889376265018245	1.6277352735989958	1.3676351324088216
LOC108903173	1.7555082384781993		0.6528519831243138	1.9932031351570285	0.42676909261903684	0.7097975753285642									1.9932031351570285	1.1076260049414288	0.7097975753285642
LOC108903175	3.2593222742755024		2.4170511432936266	2.5197349536640874	2.097125513361148	2.2728127739485626									3.2593222742755024	2.5132093317085853	2.4170511432936266
LOC108903177	1.6555352558813081		5.220575908952945	3.8668590995760477	2.170737885622067	4.852911585570774									5.220575908952945	3.553323947120628	3.8668590995760477
LOC108903178	0.18776458152471873		3.463138470104229	0.9798179043022568	0.19530047297538122	0.11010634182270909									3.463138470104229	0.9872255541458589	0.19530047297538122
LOC108903179	0.0931895362342075		0.03639169480443291	0.026534772427991554	0.012300324186574787	0.0714081720676465									0.0931895362342075	0.04796489994417065	0.03639169480443291
LOC108903180	0.059167459562194616		0.4589092245895119	0.042440145708297246	0.014970643112903676	0.008952735521320079									0.4589092245895119	0.11688804169884548	0.042440145708297246
LOC108903181	0.4476543397024504		0.20681988135950777	0.2624537257955616	0.16006944096832934	0.08112162209499338									0.4476543397024504	0.2316238019841685	0.20681988135950777
LOC108903182	0.47475007237899286		1.5187108390496071	0.5669406353401867	0.22902847388601594	0.1998955697741569									1.5187108390496071	0.5978651180857918	0.47475007237899286
LOC108903183	0.011740682630887306		0.013059131060435793	0.003140988467258548	0.0019702864664821367	0.0028159618559841443									0.013059131060435793	0.006545410096209586	0.003140988467258548
LOC108903184	2.044351640318584		0.08532153819443006	0.3363013100162491	0.030905849043102344	0.03139337225973019									2.044351640318584	0.5056547419664191	0.08532153819443006
LOC108903186	3.0535930745754145		2.758893453540053	2.9233077100603606	1.9974785002465685	2.9821680218978206									3.0535930745754145	2.7430881520640433	2.9233077100603606
LOC108903187	0.9734345196697207		0.1769632842039555	0.3434351193103025	0.10224278394615575	0.08017902609558734									0.9734345196697207	0.3352509466451443	0.1769632842039555
LOC108903188	2.353131038571845		1.844476398233783	1.882990657176975	1.7431312484775805	1.7643494946077218									2.353131038571845	1.9176157674135812	1.844476398233783
LOC108903189	2.2332763971958673		0.6095828213997158	3.307750196916636	0.25918657000426804	0.14799271212979975									3.307750196916636	1.3115577395292575	0.6095828213997158
LOC108903190	0.01973655133018378		2.988971910196843	0.047504340195554946	0.04094682481579704	3.3044643214757645									3.3044643214757645	1.2803247896028285	0.047504340195554946
LOC108903191	0.001181419910074335		0.1811735189035504	0.0016469750017977182	0.0011970114877525397	0.0041252108631948045									0.1811735189035504	0.03786482723327396	0.0016469750017977182
LOC108903192	0.16430376232981528		2.674165084464608	1.1717274312084	0.2966529576420874	0.026734511529850027									2.674165084464608	0.866716749434952	0.2966529576420874
LOC108903193	0.07465932316464689		2.1690743491940787	0.02162639339360167	0.003664226420388979	0.00480294664173769									2.1690743491940787	0.45476544776289074	0.02162639339360167
LOC108903194	1.9931016744402612		2.46605703948643	2.088669543760944	1.3406979627740436	2.0145054358352694									2.46605703948643	1.9806063312593896	2.0145054358352694
LOC108903195	4.4604813843180136		2.041903999850133	4.564328778973366	1.1105846484227015	2.2051169153123964									4.564328778973366	2.876483145375322	2.2051169153123964
LOC108903196	5.207648807507979		4.724748085971217	6.231427563150187	4.550191027581792	5.7806743914843									6.231427563150187	5.298937975139095	5.207648807507979
LOC108903197	4.007988045674246		3.5679889799086077	3.486366604713784	2.973050187193996	3.812091811213815									4.007988045674246	3.5694971257408894	3.5679889799086077
LOC108903198	3.814112059887097		3.3043629734168416	5.453872437209005	1.3594299949259276	2.0090265458517127									5.453872437209005	3.1881608022581167	3.3043629734168416
LOC108903199	3.0488916800120176		2.4585250419315554	2.5085242927857854	1.9992857672534983	3.022266856579039									3.0488916800120176	2.607498727712379	2.5085242927857854
LOC108903200	2.196873870833057		2.1582223339832307	1.0220703886608447	4.52177027823805	0.46302757784111714									4.52177027823805	2.07239288991126	2.1582223339832307
LOC108903201	2.987922195901449		2.5147738351008204	2.5965340387985347	2.1309448373927387	2.9933979714217474									2.9933979714217474	2.644714575723058	2.5965340387985347
LOC108903202	0.01043281249816742		2.0196080668694765	0.5576280876095419	0.026817850690669283	0.017384646548515747									2.0196080668694765	0.5263742928432743	0.026817850690669283
LOC108903203	0.14998812492175057		4.299964649283369	2.1045686253818823	0.0799249680974821	0.07204554698109868									4.299964649283369	1.3412983829331169	0.14998812492175057
LOC108903204	2.7569393341789663		2.80863731798127	2.669337225007439	2.5019150207454572	2.8485099672018723									2.8485099672018723	2.717067773023001	2.7569393341789663
LOC108903205	2.388813715029619		2.3405943197988353	2.3406240062525585	2.3224601537050527	2.3965316304618534									2.3965316304618534	2.3578047650495835	2.3406240062525585
LOC108903206	2.688039696924832		1.3039633687211492	4.011233527689192	3.204950656028148	4.735379089404106									4.735379089404106	3.188713267753485	3.204950656028148
LOC108903207	0.15466044049031216		0.13823665752311656	0.015095862748067563	0.005093919006063403	0.0									0.15466044049031216	0.06261737595351194	0.015095862748067563
LOC108903208	0.13929646704235507		0.11607113500838234	0.02442282467370318	0.0033242225657930755	0.0064605320679581415									0.13929646704235507	0.057915036271638354	0.02442282467370318
LOC108903210	0.07780755306426793		0.3805835715869299	0.035612813831622354	0.010640696991893663	0.06010614320104981									0.3805835715869299	0.11295015573515273	0.06010614320104981
LOC108903211	0.0953413430656402		4.9256410234078345	2.946284987303153	0.020405063553641183	0.059259463064729366									4.9256410234078345	1.6093863760789993	0.0953413430656402
LOC108903212	0.35653104230772814		0.10868784495535772	0.0636895714056325	0.005523854027304714	0.02193370011489465									0.35653104230772814	0.11127320256218357	0.0636895714056325
LOC108903213	0.9414926567611976		0.5809696704334156	0.05041302074724206	0.006510413871838795	0.037493048571168947									0.9414926567611976	0.32337576207697255	0.05041302074724206
LOC108903214	2.14576568675148		4.488358746536882	2.7003530644906744	1.640208455201334	2.167104104313473									4.488358746536882	2.6283580114587686	2.167104104313473
LOC108903215	5.452315023018601		0.48559809686614985	0.8041965640813694	0.8483045986378811	0.328128028068377									5.452315023018601	1.5837084621344757	0.8041965640813694
LOC108903216	0.3527857305481417		0.019722243486262853	0.008668927576031178	0.002156633932738228	0.005108003379665945									0.3527857305481417	0.07768830778456798	0.008668927576031178
LOC108903217	0.4224088741811556		0.33644408521943076	0.06335572257945085	0.00046314263038342677	0.0									0.4224088741811556	0.16453436492208412	0.06335572257945085
LOC108903219	0.3406263001747296		0.049502524415469096	0.03815613494441848	0.0031085041033639166	0.004972780742872227									0.3406263001747296	0.08727324887617068	0.03815613494441848
LOC108903220	0.011898857109761064		0.1582836153467344	0.01626233213887769	5.1048867389047696e-05	0.35975767289380894									0.35975767289380894	0.10925070527131422	0.01626233213887769
LOC108903221	0.001168008370354804		0.00799107865468322	0.0	0.0	0.010592350732923637									0.010592350732923637	0.003950287551592333	0.001168008370354804
LOC108903223	0.0018900814055525614		0.002582426368913012	0.0	0.0	0.008352841672025326									0.008352841672025326	0.00256506988929818	0.0018900814055525614
LOC108903224	0.004208298576366872		0.001649981363348241	0.0095873059365349	0.0	0.003995189548227391									0.0095873059365349	0.003888155084895481	0.003995189548227391
LOC108903225	0.13060875485501175		0.09721458902737079	0.45192173936334945	0.04180371153931782	0.18901507277934915									0.45192173936334945	0.1821127735128798	0.13060875485501175
LOC108903226	0.038216946872552664		0.13055799070073243	0.07049138484666526	0.006099003994675152	0.018029138577164483									0.13055799070073243	0.052678892998358	0.038216946872552664
LOC108903227	1.7225214541093659		1.0627523281822142	1.3708965711778824	0.6297296392015106	1.0894870401589796									1.7225214541093659	1.1750774065659906	1.0894870401589796
LOC108903228	0.19578567375626107		0.114807968750887	0.049462064993430296	0.019311518284311855	0.07586239338471415									0.19578567375626107	0.09104592383392088	0.07586239338471415
LOC108903229	0.8301228543099876		0.01262860747624517	0.019446099648246236	0.06083040750701726	0.12422387783545914									0.8301228543099876	0.20945036935539108	0.06083040750701726
LOC108903230	0.0332677303246153		0.046569742325979144	0.10963619845468284	0.009200099203480422	0.015214360345548192									0.10963619845468284	0.04277762613086118	0.0332677303246153
LOC108903231	0.013312797386433817		0.08512363701234192	0.007920316698510841	0.0077742447695425985	0.027738374590014304									0.08512363701234192	0.028373874091368694	0.013312797386433817
LOC108903232	0.028187558565578807		0.5938640937355204	0.026407019318308713	0.0024870520416163224	0.0594958665694612									0.5938640937355204	0.1420883180460971	0.028187558565578807
LOC108903233	2.00582364563828		2.3853985508931386	2.0906426560094484	1.463273878708387	1.4596259122913438									2.3853985508931386	1.8809529287081197	2.00582364563828
LOC108903234	1.4115561812507416		0.9856379289910961	1.1746998964855235	1.1243439840243765	1.4147428314539525									1.4147428314539525	1.2221961644411379	1.1746998964855235
LOC108903235	3.1951499158183734		2.7306093594390854	2.9967304987788723	2.350150516840847	3.0017162854952977									3.1951499158183734	2.854871315274495	2.9967304987788723
LOC108903236	1.1240830674691236		0.35155071211143896	0.1407903943561064	0.13187109193570704	0.4739654945546218									1.1240830674691236	0.44445215208539957	0.35155071211143896
LOC108903237	3.361392623930357		3.058299600538265	3.01849658174922	2.779659589145619	3.1958988086917834									3.361392623930357	3.0827494408110487	3.058299600538265
LOC108903238	2.936660033716028		2.693751277030316	2.744841616010068	1.8455986130440143	2.613970086215132									2.936660033716028	2.5669643252031116	2.693751277030316
LOC108903239	4.800311535467457		3.8909115923459154	4.189111892157276	3.9403559402519264	4.248426253364231									4.800311535467457	4.213823442717361	4.189111892157276
LOC108903240	4.285750220029641		3.4212176002752037	3.5493388355084425	3.2664368929691854	3.7561626278184614									4.285750220029641	3.6557812353201866	3.5493388355084425
LOC108903241	4.151233617451		3.4993050203260467	3.6011093258095292	2.904847045833246	4.0636525637398435									4.151233617451	3.644029514631933	3.6011093258095292
LOC108903242	4.9727993242398245		4.565540151956433	4.535753164531201	3.166719584438583	4.911942151856389									4.9727993242398245	4.430550875404485	4.565540151956433
LOC108903243	2.460619560215685		3.3554901123617	3.2160371570925466	3.5820817643519054	3.6740879809316276									3.6740879809316276	3.2576633149906926	3.3554901123617
LOC108903244	1.7273270138965535		1.8917894736547176	1.4673895693448453	0.9167215310412506	1.5666420502119442									1.8917894736547176	1.5139739276298623	1.5666420502119442
LOC108903245	7.282112551801822		7.1506098603420165	7.305424765185325	6.913164999984295	7.3959194420560035									7.3959194420560035	7.209446323873893	7.282112551801822
LOC108903246	4.286026916310205		4.799563600071652	4.283560709865056	3.635213562983691	4.808599341552049									4.808599341552049	4.362592826156531	4.286026916310205
