gene_id	Adult_Brain	Adult_Head	Adult_Midgut	Adult_Hindgut	Adult_FatBody	Adult_MalpighianTubule	Adult_Carcass	Adult_Ovary	Adult_Testis	Larval_Hindgut	Larval_FatBody	Larval_MalpighianTubule	Larval_Midgut	Larval_Carcass
LOC118264170								4.5799603	6.1607256		2.1223733		2.9275901	
LOC118264171								5.727775	5.0162783		3.78082		4.029238	
LOC118264172								4.318469	1.1021062		1.5095748		2.7719963	
LOC118264174								0.04554738	0.8988724		0.05185		0.99448913	
LOC118264175								5.702494	4.201864		3.2819574		3.73181	
LOC118264177								7.866693	5.763899		4.793124		5.905677	
LOC118264178								0.08985356	0.0		0.64486915		2.5657375	
LOC118264179								0.6385309	2.8276753		1.494045		7.970707	
LOC118264180								3.202567	3.4899535		1.039744		2.252476	
LOC118264181								0.029314192	0.043663643		0.0		0.16634776	
LOC118264183								4.3355536	4.0061545		3.0287564		3.9185157	
LOC118264185								4.356699	8.167896		0.17450851		1.0230027	
LOC118264186								0.0	5.9241977		0.4205663		0.010167987	
LOC118264188								0.6747599	10.452784		0.19583234		0.043607242	
LOC118264189								4.504069	3.2098126		1.2946815		6.2163444	
LOC118264190								0.32350042	8.471326		0.31495506		0.029643618	
LOC118264194								0.64638424	0.07344846		0.0		0.21707273	
LOC118264195								4.59113	1.0468582		0.25285494		1.4191593	
LOC118264196								3.347919	2.6750848		0.79671794		4.17691	
LOC118264197								0.8914166	1.2227966		1.5000011		2.9844418	
LOC118264198								1.7276591	1.4900978		0.9472158		1.9683737	
LOC118264199								0.67019904	0.0		0.0		2.6751237	
LOC118264200								3.120314	7.016808		7.8533072		7.057102	
LOC118264202								5.1737356	2.401268		0.3186577		4.8946304	
LOC118264204								0.472016	1.4765341		0.0		0.16518946	
LOC118264206								0.04605237	0.0		0.0		0.0	
LOC118264207								0.5600371	0.0		0.23287863		0.08020256	
LOC118264208								0.18103242	0.3057489		0.0		0.07205964	
LOC118264209								1.9457549	1.4259773		1.4352293		2.2892199	
LOC118264210								4.821878	3.5186725		0.23527597		1.2486057	
LOC118264211								7.241484	6.991929		6.5923166		7.8149085	
LOC118264212								5.7388554	5.7355046		3.2149498		6.1992154	
LOC118264214								0.0	0.37842903		0.06681777		0.46091276	
LOC118264216								0.0	0.0		0.0		1.2835143	
LOC118264218								1.6140411	0.056020454		0.0		0.48628265	
LOC118264220								0.5532646	0.47716683		0.09395313		0.44767314	
LOC118264221								0.4359791	0.04786112		0.009083501		0.21441072	
LOC118264226								4.7149634	2.0195901		1.7257224		2.099109	
LOC118264230								0.0	0.0		0.0		0.23992698	
LOC118264231								0.0143387625	0.0		0.01762554		0.006314778	
LOC118264235								5.2713213	4.486991		3.6204798		4.0469723	
LOC118264236								0.09697166	0.0		0.0		0.020724142	
LOC118264239								2.9985094	1.783244		1.5814624		5.969532	
LOC118264241								5.415481	3.6412437		1.4881718		3.5380883	
LOC118264242								3.7551932	3.3681743		2.866465		3.5746064	
LOC118264244								0.012533157	0.0		0.0		0.01638801	
LOC118264245								1.5712395	0.0131831085		0.0		0.0	
LOC118264246								3.3632085	1.8269268		0.6627301		0.73110086	
LOC118264249								0.08380051	0.0		0.04080809		0.13130671	
LOC118264250								0.030984132	0.061029315		0.0		0.031118957	
LOC118264252								6.2804246	4.4062276		1.8634669		4.8178053	
LOC118264253								0.0	0.0		0.0		0.0027417203	
LOC118264254								0.26734778	5.2844267		0.07411092		0.0	
LOC118264256								0.0	0.0		0.0		0.049101714	
LOC118264257								0.06344627	0.0		0.0		0.059487224	
LOC118264259								0.035491653	0.0492563		0.0		0.15305625	
LOC118264260								0.1592502	0.041768923		0.0		0.077449135	
LOC118264261								0.0	0.0		0.0		0.0	
LOC118264266								0.042582516	0.0		0.0		0.086188555	
LOC118264268								5.2429194	0.06047479		0.04931447		0.4678518	
LOC118264269								0.270532	0.05807168		0.014034778		0.16022782	
LOC118264271								0.18957695	0.29469505		0.0		0.04611334	
LOC118264273								0.45519352	0.37380373		0.37130153		1.1893576	
LOC118264277								0.063128754	0.0		0.0		0.29285055	
LOC118264279								0.090326965	0.1213204		0.1970296		0.764872	
LOC118264280								0.089180835	0.7095705		0.522715		1.9414443	
LOC118264285								9.693213	10.592078		9.983215		9.792112	
LOC118264286								1.8656201	1.8681641		0.2936441		0.68262005	
LOC118264287								3.6808734	0.7130561		0.0		0.040085666	
LOC118264288								0.0	0.1396116		0.0		0.14485441	
LOC118264290								4.1859493	4.3107204		6.5496497		5.416216	
LOC118264291								4.7442694	1.8997021		1.171021		1.663363	
LOC118264294								2.3700566	1.910851		0.37663603		1.3116488	
LOC118264295								0.12608653	1.44722		2.6962538		0.1957861	
LOC118264297								1.1748157	0.46705648		0.058038473		0.46040192	
LOC118264298								3.959214	4.2739844		2.9170194		4.851482	
LOC118264299								1.2945111	2.3498633		4.2227807		6.48607	
LOC118264300								3.4491048	3.3528662		0.31249246		0.8641955	
LOC118264301								6.7126794	6.897138		6.2085996		7.798463	
LOC118264302								0.5671397	0.72779566		1.5075907		0.20927769	
LOC118264303								0.0	6.2843175		0.0		0.016985578	
LOC118264306								9.883445	1.8252962		1.9850646		5.441979	
LOC118264307								7.4491067	3.7670603		1.3737937		2.508024	
LOC118264309								5.815781	8.13532		5.688958		6.794587	
LOC118264310								6.382227	6.2375145		1.8467126		4.252797	
LOC118264311								5.626438	3.9981735		1.7037452		4.562361	
LOC118264312								6.6169705	5.5894303		0.8200451		2.1709354	
LOC118264313								0.0	7.7077527		0.22715452		0.009897455	
LOC118264314								3.976071	0.44339573		0.4417544		1.6261426	
LOC118264316								4.439445	3.8358624		1.2013178		2.272466	
LOC118264317								0.055731416	0.3202816		0.0		0.11868765	
LOC118264318								4.9508996	1.5573943		0.54223543		7.321729	
LOC118264320								1.0825478	1.3080734		0.05982914		0.20758605	
LOC118264321								3.4592652	5.7251997		0.5264487		0.7218184	
LOC118264326								0.017120866	0.0		0.0		0.013667014	
LOC118264327								0.0	6.828812		6.490348		1.725382	
LOC118264328								6.5194354	0.0		0.0		0.026993612	
LOC118264330								0.46714818	0.24605091		0.08988879		0.69067115	
LOC118264332								0.89388955	0.19754082		1.0087008		0.5388779	
LOC118264334								0.0	7.196635		0.18480998		0.0	
LOC118264335								7.1378574	8.329893		8.537495		4.9612947	
LOC118264337								0.0	1.3346394		0.2673252		7.041624	
LOC118264338								0.0196004	6.174267		0.0		0.0	
LOC118264341								3.9249997	5.612451		2.5075037		2.8392646	
LOC118264343								2.1833534	0.82862025		0.30701718		2.509177	
LOC118264345								0.0	0.0		0.0		0.007638475	
LOC118264347								0.0	1.3667655		0.55726844		4.8244305	
LOC118264348								5.4846025	5.4331765		3.8178897		4.9017553	
LOC118264349								5.405612	4.820468		3.4465604		4.8588214	
LOC118264350								0.14129625	1.3078582		0.0		0.03490506	
LOC118264354								4.5892467	2.6460395		2.5209317		2.385953	
LOC118264356								3.6796615	2.188566		2.272383		1.7388681	
LOC118264358								2.455723	0.9645086		1.4993014		3.1247296	
LOC118264359								5.2917314	2.6397312		1.1875982		1.7170694	
LOC118264363								0.3138255	2.0397172		0.007921233		0.060755298	
LOC118264365								0.36372986	10.705004		0.9860524		0.12630115	
LOC118264369								0.0	0.0		0.0		0.027677912	
LOC118264370								0.058688726	0.0		0.0		0.0068413895	
LOC118264371								2.4874554	1.4948832		0.3094565		0.61616784	
LOC118264374								3.403551	1.6823484		1.5962466		5.464991	
LOC118264375								4.0878778	6.347062		10.985353		2.9676661	
LOC118264376								0.0	0.2704041		0.0		0.044295054	
LOC118264377								7.0194454	6.6797466		10.391324		4.0002947	
LOC118264378								1.0203253	1.7396944		0.8050428		0.88485056	
LOC118264379								2.0786984	0.7931646		0.4023359		0.4847838	
LOC118264380								6.1157327	2.842144		1.4180479		1.9133525	
LOC118264382								0.33270994	1.3034477		0.057853933		7.069113	
LOC118264385								0.22866826	0.16667385		0.1526624		5.262144	
LOC118264387								0.014594504	7.25192		0.0		0.2022754	
LOC118264388								0.0	0.05724562		0.0		0.0039347517	
LOC118264394								0.08897307	5.512126		5.435303		0.59766454	
LOC118264395								3.5768335	2.6007576		1.3473189		2.5002453	
LOC118264398								0.099586025	0.46275288		0.077828534		2.593876	
LOC118264399								0.013176972	0.0		0.0		0.059240144	
LOC118264400								0.90928245	4.9204407		8.592464		6.1013694	
LOC118264401								0.016548859	0.22113438		2.1357396		0.31263232	
LOC118264402								0.0	9.511121		0.62454873		0.0095624635	
LOC118264404								0.20349722	0.16281188		0.027710473		0.060561374	
LOC118264405								5.6159453	3.2758708		4.3547473		6.2131476	
LOC118264408								0.013806534	0.0		0.14381665		0.018832983	
LOC118264409								0.0	0.3492256		0.0		0.5200563	
LOC118264410								1.4529	4.8188353		4.7332544		6.8466177	
LOC118264411								2.9393086	2.536637		2.76789		2.7065423	
LOC118264412								0.19655696	0.22147295		0.0		0.06435382	
LOC118264413								4.4996767	3.6420794		1.2395656		3.0916646	
LOC118264414								0.2836348	0.22038512		0.0		0.18838812	
LOC118264416								6.035854	5.203887		3.976813		5.3863397	
LOC118264417								0.42033115	0.2876629		0.12866351		0.33006015	
LOC118264420								0.13466492	0.0		0.0		0.0	
LOC118264421								0.012371177	0.0		0.0		0.0066049853	
LOC118264422								0.5114003	0.29700145		0.0		1.1558151	
LOC118264423								0.0	0.0		0.0		0.0	
LOC118264424								4.425589	2.3771968		2.2233284		3.540917	
LOC118264425								7.177627	5.5072246		5.295739		4.9748282	
LOC118264428								5.0846486	6.3025136		1.9116915		3.0000973	
LOC118264429								1.9125623	3.0682206		0.38549963		0.63117814	
LOC118264430								7.8666406	0.88186264		0.0		0.035824537	
LOC118264431								0.014426625	0.0		0.0		0.0	
LOC118264432								0.07837692	0.29118952		0.0		0.33199668	
LOC118264433								4.755499	2.869441		1.6604942		2.7761059	
LOC118264434								7.515918	0.033189233		0.015333036		3.2451565	
LOC118264435								5.678261	4.840688		2.9767673		3.8585117	
LOC118264436								4.1228795	4.8834867		2.470951		4.803879	
LOC118264437								0.013117837	0.0		0.0		0.008889342	
LOC118264438								0.081672624	0.083284214		0.0		1.0988591	
LOC118264441								0.27433065	0.05072817		0.44073528		0.6543867	
LOC118264443								0.38182044	0.11776103		0.0036498385		0.06648637	
LOC118264445								0.0	0.39847052		0.0		0.06522728	
LOC118264447								0.17030452	2.1836586		0.048059255		4.932471	
LOC118264449								0.10478605	0.17596003		0.22549754		0.61269754	
LOC118264452								0.0	5.7887945		0.08756513		0.007892668	
LOC118264453								0.005192432	0.13092336		0.0		0.003811771	
LOC118264456								2.6056538	4.554698		0.19240797		0.4202108	
LOC118264457								0.0	9.876436		0.5048002		0.1783632	
LOC118264458								0.0	0.0		0.0		0.0	
LOC118264459								0.015312957	0.0		0.0		0.020996042	
LOC118264460								3.3616464	6.8439755		0.06796637		0.40547264	
LOC118264462								0.5863113	5.5498238		0.1325242		0.3611552	
LOC118264463								3.9154541	1.7294747		0.6200627		3.6262875	
LOC118264464								3.9807034	3.6108792		1.4198455		3.4964113	
LOC118264465								1.9207219	1.9769139		0.06904193		1.9651929	
LOC118264466								5.063605	2.3446736		1.4609065		4.044667	
LOC118264467								1.5491304	4.416608		0.33065778		1.4336267	
LOC118264471								0.14121687	0.27042308		0.013453706		0.21165842	
LOC118264472								7.1576686	3.698752		2.4000208		1.9262393	
LOC118264473								0.14945874	0.12507808		0.10156154		0.68088764	
LOC118264474								0.62109584	0.027832784		0.18557312		0.46645826	
LOC118264476								0.28666547	1.0996647		0.0		9.263117	
LOC118264478								0.01616864	0.11186986		0.087590225		0.023738114	
LOC118264479								0.0	0.04266667		0.0		0.03494535	
LOC118264480								0.048336532	0.0		0.66587067		0.088453114	
LOC118264482								0.65589565	0.42360505		0.12221377		1.8907583	
LOC118264483								0.16866279	4.0396895		0.07352331		0.074048184	
LOC118264484								1.9474626	0.36528078		0.0		6.6809444	
LOC118264485								0.018660167	1.6131396		0.0		0.0	
LOC118264487								1.1726592	0.5224539		0.07214962		3.7184098	
LOC118264488								9.90843	7.2635455		7.7633758		7.7640114	
LOC118264489								0.0	0.0		0.0		0.0	
LOC118264490								0.0	0.16375393		0.0		0.19039123	
LOC118264492								6.8563733	2.8156872		0.0		9.274151	
LOC118264493								0.011854086	0.6591027		0.0		0.030812932	
LOC118264494								12.011378	10.220076		11.150056		11.034064	
LOC118264495								4.6535993	3.0623622		2.8144193		3.640753	
LOC118264496								0.011299439	0.0		0.0		0.02982776	
LOC118264498								0.6719754	0.0		0.04354884		0.13633735	
LOC118264499								5.991332	2.4004543		3.9764085		2.6040254	
LOC118264500								6.521672	7.339036		3.3973284		4.0981736	
LOC118264501								3.736714	5.131901		5.756235		6.560433	
LOC118264502								1.7294267	1.649603		4.3203335		1.7513983	
LOC118264503								0.76109153	1.0078503		1.2946527		2.3945222	
LOC118264506								0.0	8.802725		0.05313839		0.018707532	
LOC118264508								0.0	3.179316		0.0		0.059682447	
LOC118264509								0.3406662	0.014541725		0.0186931		0.19670777	
LOC118264510								3.6717613	1.6705524		2.4911323		7.9757643	
LOC118264511								4.0557213	3.1025515		1.6460252		2.573172	
LOC118264512								0.15773658	6.8422594		0.060454175		0.65858555	
LOC118264513								1.4281605	3.79629		0.027818613		1.7316052	
LOC118264514								1.7340621	1.0729887		0.634646		0.44759658	
LOC118264515								0.046538536	0.26586768		0.0057535423		0.93539906	
LOC118264516								7.7565665	7.568338		2.848662		3.8581557	
LOC118264517								2.3764563	4.381555		4.9442883		6.425603	
LOC118264518								0.12755878	7.9853525		0.6641163		0.013203558	
LOC118264519								4.81374	2.5308044		0.9514859		1.2589352	
LOC118264521								5.1106434	2.5635624		1.2634649		2.0681226	
LOC118264522								4.829205	4.715952		2.3226736		4.158414	
LOC118264523								3.5166333	4.413889		1.6414657		3.1756947	
LOC118264524								5.847535	7.887354		3.7126684		5.3658214	
LOC118264525								4.7092247	4.2936254		2.0911071		4.604385	
LOC118264526								3.5244694	4.956442		1.5487608		3.1820996	
LOC118264527								4.403532	3.4644768		0.86238253		2.8338485	
LOC118264528								6.2485394	4.4993567		2.2799568		4.62005	
LOC118264529								0.4227252	0.014246978		0.017840272		0.044821158	
LOC118264530								0.0	0.0		0.0		0.4532002	
LOC118264531								7.6332207	8.2945		6.6704993		7.436923	
LOC118264533								0.29604322	0.0		0.10785384		0.82902855	
LOC118264534								0.0	0.0		0.0		0.0029415144	
LOC118264535								2.606329	2.5905616		0.033814657		0.08975482	
LOC118264536								0.0	6.7023773		0.1587479		0.0	
LOC118264537								1.0378917	5.8639717		0.4111427		0.49171782	
LOC118264538								0.895093	3.1522725		4.3319273		0.53629726	
LOC118264540								0.2342915	8.249052		0.48455337		0.08996183	
LOC118264541								5.2314577	0.5215119		0.85045797		3.2594292	
LOC118264544								0.0	0.0		0.0		0.0	
LOC118264545								0.023149429	0.0		0.0		0.0	
LOC118264546								0.088293456	0.04999425		0.012869334		0.018791225	
LOC118264547								0.119812965	0.48864836		0.09743293		0.20767955	
LOC118264548								0.033512566	6.194797		0.025666783		0.0	
LOC118264549								0.038893376	0.14186734		0.0		0.019181613	
LOC118264550								1.6900424	2.1715658		1.5034009		1.6218665	
LOC118264554								1.5720696	2.2796054		2.2689497		4.332575	
LOC118264555								5.8997808	4.7373223		2.4836555		3.8577943	
LOC118264556								3.0022879	3.04743		1.2852907		1.8888599	
LOC118264558								5.5923142	3.536807		2.3542156		4.002789	
LOC118264560								5.584978	6.9826226		8.725855		7.2210803	
LOC118264561								0.0	0.17161281		0.0		0.24087472	
LOC118264564								4.2230926	1.7568905		1.2984145		1.9970074	
LOC118264567								0.75063485	3.702147		0.0		0.055291872	
LOC118264568								0.6920299	0.043389305		0.20650661		1.7844661	
LOC118264569								1.6348722	3.0711377		0.5111804		2.1706703	
LOC118264570								6.1609817	6.1290984		0.8455557		2.5460682	
LOC118264571								2.3172176	0.72011304		0.0		5.3565383	
LOC118264572								0.0	6.6800904		0.86204135		0.0043734186	
LOC118264573								7.42822	8.553657		10.781311		8.746951	
LOC118264574								5.2552724	3.5560088		1.3801599		2.1086512	
LOC118264575								4.186231	5.0844703		1.23016		3.0908747	
LOC118264576								6.0206966	2.940177		1.7156609		2.9952688	
LOC118264577								0.0129131405	0.023918275		0.0		0.015839016	
LOC118264579								4.158123	5.6476884		1.8660076		3.4067156	
LOC118264581								4.289195	8.619825		2.063682		4.5370364	
LOC118264582								5.474462	7.761019		3.0840535		4.9090514	
LOC118264584								0.0	8.665075		0.18634006		0.0	
LOC118264585								0.0	0.0		0.0		0.019912884	
LOC118264586								0.036658254	2.2292306		0.35382512		11.428536	
LOC118264588								0.0	0.3176199		0.13736878		0.053017378	
LOC118264591								0.028897036	4.50839		0.07678543		0.12916979	
LOC118264592								0.5851708	3.539781		3.9204307		2.2392995	
LOC118264593								6.4094615	4.391526		3.1936004		5.069893	
LOC118264594								1.1735688	5.165023		6.5266914		5.984953	
LOC118264595								5.3240185	6.349617		6.6610765		5.2446103	
LOC118264596								7.3512096	4.764932		5.282034		4.599571	
LOC118264597								1.1272737	0.0		0.0		0.028046843	
LOC118264598								7.378846	7.2662725		4.9928455		6.8011885	
LOC118264599								5.082888	2.3353515		0.7387442		2.228558	
LOC118264600								0.030047081	2.6515667		0.0		0.0060084118	
LOC118264601								0.7176513	0.090832196		0.0112185525		0.42244175	
LOC118264602								5.94503	7.060697		2.6765456		2.161678	
LOC118264603								2.710074	4.5949306		2.02998		4.69916	
LOC118264604								3.4532404	5.496889		3.1852076		4.5836787	
LOC118264605								5.5806165	5.968124		2.105616		3.400814	
LOC118264606								6.1956043	7.009212		2.8425994		4.278979	
LOC118264607								2.8191395	6.120977		0.3347249		1.0563346	
LOC118264608								0.19658697	6.244627		0.0		0.049313806	
LOC118264609								8.966681	0.0		0.0		0.0	
LOC118264610								3.6351573	1.3319764		0.14188416		0.83462274	
LOC118264612								5.3093653	4.769219		3.2565653		6.065424	
LOC118264613								5.875062	3.0004115		0.016087009		3.4301622	
LOC118264615								5.94282	2.012732		2.608917		3.437117	
LOC118264616								4.4127183	4.6676445		0.6761702		6.7258387	
LOC118264617								0.0	8.327124		0.40066373		0.014234206	
LOC118264619								6.002892	6.2055025		0.42548177		2.321787	
LOC118264621								1.1454488	2.643252		0.62313044		4.582445	
LOC118264625								0.0	0.0		0.1250407		0.7612769	
LOC118264626								0.0	0.032517463		0.0		0.0	
LOC118264628								2.1149487	0.0		0.0		0.03872328	
LOC118264630								7.0346494	7.9696274		3.6897318		5.122706	
LOC118264633								0.58377236	0.31785282		0.0		0.3890766	
LOC118264635								2.5083342	0.034903217		0.10734432		0.24629903	
LOC118264636								0.032128986	0.0		0.06912095		0.007899511	
LOC118264638								2.4131024	3.1230993		1.6507322		1.9550264	
LOC118264639								0.0075443806	0.0		0.0		0.01976174	
LOC118264640								1.7152538	0.58133703		0.7389709		1.6287465	
LOC118264641								4.158612	3.505615		3.1812003		2.49927	
LOC118264642								6.121641	5.2178183		6.3591633		4.042882	
LOC118264643								0.0	3.2351305		0.0		0.0040997392	
LOC118264645								11.382041	10.885863		10.891866		11.084809	
LOC118264646								8.96268	5.0039682		2.7890842		3.4506845	
LOC118264648								0.2174914	1.3207388		0.045529883		0.05074361	
LOC118264649								2.1028934	0.34465703		0.0		0.12931886	
LOC118264650								5.622737	3.4484892		3.1185622		6.8831854	
LOC118264652								4.613767	4.337676		5.7397785		5.457424	
LOC118264653								0.45336738	0.13557167		0.0		0.14507699	
LOC118264654								5.0442843	0.85398644		0.02777998		0.5968914	
LOC118264656								4.9823117	4.837179		2.1382325		3.836924	
LOC118264657								5.4064684	6.0524526		1.6554846		3.9704802	
LOC118264658								0.26490784	8.150181		0.0		0.24750224	
LOC118264659								0.2735226	2.9690588		0.035008635		8.373283	
LOC118264660								4.8148546	3.982576		7.42396		3.7501588	
LOC118264661								0.008729176	1.0831757		0.0		0.004894055	
LOC118264662								0.0	4.8025503		0.0		0.0	
LOC118264663								0.0	5.507371		0.0		0.0016251802	
LOC118264664								0.064632095	0.037129823		0.043230586		0.0039239465	
LOC118264666								5.0962887	3.487691		1.0234691		1.6771226	
LOC118264667								6.452284	4.191861		3.6383102		5.1325746	
LOC118264668								7.0398593	7.09542		5.3720026		8.11761	
LOC118264669								0.022307698	0.0		0.0		0.0	
LOC118264673								0.0	9.018327		0.70703787		0.03446903	
LOC118264674								1.185019	0.15126218		0.049787074		0.039683327	
LOC118264675								0.02627707	0.0		0.018278128		0.010628835	
LOC118264676								5.492522	2.715266		1.8133754		1.8226209	
LOC118264677								6.4705734	6.10692		4.466735		6.364113	
LOC118264678								0.0074362503	0.0		0.009063847		0.026119836	
LOC118264679								9.923448	7.6657844		6.084673		7.6063213	
LOC118264680								6.766259	4.8122473		4.3321686		3.994867	
LOC118264681								2.6970603	3.38685		1.5827973		2.7378974	
LOC118264682								0.05792432	9.395267		0.4948479		0.09347656	
LOC118264684								4.0126605	1.2597839		0.27904657		0.9239866	
LOC118264685								0.0	5.774228		0.13519903		0.0	
LOC118264686								1.403622	1.8240926		0.7220487		2.4046664	
LOC118264688								1.8290063	6.6241393		9.270222		5.5404153	
LOC118264689								3.1896944	1.0991095		1.1304065		3.0989478	
LOC118264690								2.430002	1.6805589		2.4733858		1.2772478	
LOC118264692								0.0	0.0		0.0		0.0	
LOC118264693								4.996914	3.6972566		2.8293374		4.1385307	
LOC118264695								0.19518489	5.3164625		0.09218596		0.06393829	
LOC118264696								6.580199	5.3624		3.9171247		4.6741877	
LOC118264699								0.33939743	0.21922421		1.8915668		6.723762	
LOC118264702								0.033478454	4.549641		3.338179		2.6716433	
LOC118264703								0.0	2.6991546		0.70714045		3.1464443	
LOC118264704								3.8541822	3.2771893		5.3416157		3.991479	
LOC118264705								0.09216095	9.452498		0.6323514		0.18832141	
LOC118264708								4.6892204	9.669434		1.5925163		4.340456	
LOC118264709								0.14025563	3.866689		0.0040069576		0.0129673425	
LOC118264710								1.7291003	0.14974123		0.07418312		0.11702761	
LOC118264711								1.5363338	0.59890383		0.21070999		1.5952716	
LOC118264712								1.9282355	3.960793		0.6796992		0.99007034	
LOC118264713								6.0817723	3.66478		3.1734698		4.2454314	
LOC118264714								2.3275278	0.9488466		0.2146138		0.15246233	
LOC118264715								0.8262787	1.882331		0.190964		1.2467747	
LOC118264716								4.0223064	2.185735		3.024297		3.5965505	
LOC118264717								0.08570179	3.284704		2.2547994		4.6338167	
LOC118264718								0.12247337	0.26256084		0.036196254		0.090577506	
LOC118264719								0.33555147	0.05838073		0.016875433		0.26041007	
LOC118264720								4.5577683	2.632271		1.6602979		3.0822604	
LOC118264721								5.3585186	9.868364		1.4209448		2.7377365	
LOC118264722								1.2886963	7.5839324		0.61638284		1.2670109	
LOC118264724								0.1450378	3.6962652		0.025751932		0.0048572035	
LOC118264725								2.629457	0.8961698		0.37707704		1.1550872	
LOC118264726								1.0079317	7.761756		0.05457981		0.74968266	
LOC118264727								6.3986692	7.8997245		3.6032133		5.2655315	
LOC118264728								0.0	0.0		0.0		0.009157672	
LOC118264729								0.040869948	3.4076684		0.84576625		0.106167376	
LOC118264730								0.0	6.643286		1.2562953		8.168518	
LOC118264731								0.16218908	0.7422342		0.0		0.33394712	
LOC118264732								0.16249965	2.3028662		0.24190679		5.6427355	
LOC118264734								0.09224194	5.799813		6.878123		1.0328996	
LOC118264737								0.6331274	0.44823924		0.43749255		1.6301402	
LOC118264738								0.021069942	4.9626822		2.2853074		1.0337806	
LOC118264740								0.3169688	0.68088907		0.07642484		0.42757273	
LOC118264741								7.028594	3.7097533		4.099952		4.1432066	
LOC118264742								0.055271514	0.44374996		0.0		0.015170179	
LOC118264744								0.4499258	6.522146		7.099293		1.2298785	
LOC118264746								0.5388708	0.5694154		0.56231594		0.41429207	
LOC118264747								6.7534122	2.8439436		4.60525		4.7404695	
LOC118264748								0.1528946	0.0		0.0		5.984153	
LOC118264749								8.669398	6.2916293		7.0235415		6.6634574	
LOC118264750								0.15766026	0.7937401		0.7010955		2.3168218	
LOC118264751								0.9289393	0.0		0.07184072		0.16602927	
LOC118264752								0.54323465	0.17118627		0.83667237		0.29793736	
LOC118264757								0.3138775	0.21055333		0.8065767		1.6713952	
LOC118264759								3.4032834	4.3014903		4.0114822		5.4179063	
LOC118264760								0.14274667	9.474434		0.43338308		0.05888059	
LOC118264761								5.9177957	8.208919		2.9471035		5.0845346	
LOC118264763								3.1411436	2.6691287		3.0385199		4.129041	
LOC118264764								1.843607	5.108942		3.428422		0.21106692	
LOC118264766								0.0	0.0		0.0		0.011137321	
LOC118264767								0.02101333	6.1374245		6.495767		1.2454232	
LOC118264769								0.39933556	0.079609945		0.0		5.489348	
LOC118264771								6.6614323	3.4412947		3.6610322		5.3100257	
LOC118264772								1.7684158	2.2008636		1.0114297		2.1276345	
LOC118264773								6.125858	4.933959		3.9319963		4.2897186	
LOC118264774								0.08212272	7.0852504		0.15640116		0.068581656	
LOC118264776								4.356324	2.366374		1.5879232		2.951849	
LOC118264777								1.0989294	0.08473606		0.20773482		1.275364	
LOC118264778								7.695504	6.0508866		0.72250426		1.9240675	
LOC118264779								0.09434239	0.011936471		0.022367476		0.34852934	
LOC118264780								0.08889206	2.8856313		0.0		0.0	
LOC118264781								0.062314976	8.468163		0.13784903		0.015442958	
LOC118264782								0.32548526	9.25606		0.29519746		0.05611673	
LOC118264783								0.25385845	5.9939475		0.13804302		0.029533759	
LOC118264784								2.2448373	6.9108877		9.855038		10.036688	
LOC118264785								0.0	0.6040155		0.0		0.0027916713	
LOC118264786								2.383089	0.0		0.037827093		0.085978895	
LOC118264788								0.576166	0.33601126		0.024474178		0.15234736	
LOC118264791								0.0	0.0		0.0		0.155418	
LOC118264792								0.05324447	1.8750906		0.030391665		5.7228785	
LOC118264794								0.0	0.0		0.0		0.0	
LOC118264799								5.238994	4.508895		3.2608669		4.547088	
LOC118264800								0.7863955	1.6878111		1.8361976		4.3304486	
LOC118264803								3.7167926	2.819073		1.045479		2.052685	
LOC118264804								8.504549	4.6809096		4.121355		4.9814377	
LOC118264806								0.007786617	4.437239		0.02143599		0.0	
LOC118264807								3.9126382	1.8079935		1.5696329		2.0719714	
LOC118264808								0.44947135	0.3456869		0.1502879		3.8994904	
LOC118264809								3.3210895	2.961802		4.262682		5.5805674	
LOC118264811								6.1564865	7.613374		4.089086		5.648975	
LOC118264813								0.35235927	9.3155985		0.5719778		0.32848442	
LOC118264815								0.0	0.42202842		0.10332047		0.45103502	
LOC118264816								0.02511455	5.582129		0.0		0.0	
LOC118264817								0.10205018	8.323883		0.097622916		0.12982413	
LOC118264819								0.0	0.3354097		0.0		0.018383412	
LOC118264820								0.0	0.0		0.0		0.024351245	
LOC118264821								0.061133504	0.0		0.0		0.008786783	
LOC118264822								6.0062075	5.7240324		8.07341		3.913904	
LOC118264823								0.1727423	1.9727558		0.14777398		0.08758715	
LOC118264824								2.4479768	2.5259063		0.49889705		7.343028	
LOC118264825								0.21255443	0.4693186		0.042821612		0.38106495	
LOC118264829								3.8103962	1.2802162		0.18470664		1.9207925	
LOC118264830								0.011126569	0.052066		0.0		0.0	
LOC118264836								0.11441418	0.15805028		0.0		0.65078205	
LOC118264837								6.4671144	4.932391		3.3223503		5.316184	
LOC118264839								4.579071	4.195726		4.443004		4.612531	
LOC118264840								0.010181478	0.20133051		0.0		0.17362759	
LOC118264841								0.03161287	0.026078116		0.0		0.026783954	
LOC118264846								1.4066968	1.6565541		5.0936856		6.7941074	
LOC118264848								1.398613	1.5977501		5.875549		8.201014	
LOC118264849								0.6412675	1.2076602		0.7948087		5.405948	
LOC118264850								1.6265347	2.396531		3.1479595		4.1390753	
LOC118264851								0.92234105	0.06624821		0.019618724		0.07642044	
LOC118264852								2.194896	3.329891		0.69319576		1.4324447	
