gene_id,species,gene_key,mean_expr,max_expr,tau,mae,n_valid_tissues,top_tissue
LOC108910327,agla,agla|LOC108910327,2.31728,2.7333,0.1902553689679142,0.31944000000000006,5,Adult_MalpighianTubule
LOC108910328,agla,agla|LOC108910328,2.66044,3.7021,0.3517125415304827,1.42174,5,Adult_MalpighianTubule
LOC108910333,agla,agla|LOC108910333,0.24689999999999998,0.6083,0.7426434325168503,0.39576,5,Adult_Midgut
LOC108910337,agla,agla|LOC108910337,0.8769,1.2832,0.39578787406483784,0.73986,5,Adult_Brain
LOC108910341,agla,agla|LOC108910341,2.3945800000000004,2.7978,0.18015047537350778,0.58456,5,Adult_MalpighianTubule
LOC108910348,agla,agla|LOC108910348,1.6046799999999997,2.2558,0.36080326270059393,0.36952,5,Adult_Brain
LOC108910368,agla,agla|LOC108910368,1.4403000000000001,3.3922,0.7192603620069572,1.01254,5,Adult_Hindgut
LOC108910372,agla,agla|LOC108910372,4.46782,4.8782,0.10515661514493047,0.9916799999999999,5,Adult_Brain
LOC108910378,agla,agla|LOC108910378,0.6613000000000001,2.5432,0.924966577540107,1.1215800000000002,5,Adult_Brain
LOC108910392,agla,agla|LOC108910392,3.8733200000000005,4.8689,0.25559674669843296,0.9839400000000001,5,Adult_Brain
LOC108910400,agla,agla|LOC108910400,1.6454799999999998,5.7647,0.8931991257133935,0.3564800000000001,5,Adult_Midgut
LOC108910402,agla,agla|LOC108910402,2.42282,4.2253,0.5332402432963339,0.7991,5,Adult_MalpighianTubule
LOC108910413,agla,agla|LOC108910413,2.90754,4.8444,0.4997677730988358,1.31184,5,Adult_Hindgut
LOC108910415,agla,agla|LOC108910415,3.50078,4.7196,0.32280807695567415,1.03782,5,Adult_Hindgut
LOC108910420,agla,agla|LOC108910420,2.18358,7.3923,0.8807678259810885,0.9588399999999998,5,Adult_Midgut
LOC108910431,agla,agla|LOC108910431,0.04046,0.0946,0.7153805496828753,2.09456,5,Adult_MalpighianTubule
LOC108910436,agla,agla|LOC108910436,3.4390799999999997,3.8752,0.14067661023947148,0.7844599999999999,5,Adult_Brain
LOC108910438,agla,agla|LOC108910438,0.72122,2.5757,0.8999883526808246,0.46469999999999995,5,Adult_Brain
LOC108910443,agla,agla|LOC108910443,2.94792,3.0772,0.0525152736253737,0.33618,5,Adult_MalpighianTubule
LOC108910448,agla,agla|LOC108910448,0.56864,2.6806,0.9848354845930015,0.37036,5,Adult_Midgut
LOC108910452,agla,agla|LOC108910452,2.6834599999999997,3.4686,0.2829455688173903,0.6946,5,Adult_MalpighianTubule
LOC108910454,agla,agla|LOC108910454,1.4537600000000002,4.1283,0.8098188116173728,1.3075800000000002,5,Adult_FatBody
LOC108910458,agla,agla|LOC108910458,1.17788,1.7623,0.41452930829030243,0.24281999999999995,5,Adult_Brain
